File path:,
File note:,
File date:,24/06/17
File time:,08:00:54
FRRf3 Ka:,11800
[Chl] multiplier:,6.0
QR threshold:,6.0
C derivation:,qP
TauPQ:,250
TauSQ:,500
Act2 SN:,15-0003-002
Act2 LED:,White
FRRf3 SN:,14-9727-007
450 nm:,1.00
530 nm:,0.50
624 nm:,0.80
,A,B,C,D
Alpha:,0.442,0.462,0.454,0.460
Ek:,405.4,397.7,471.4,432.8
Pm:,122.5,155.8,162.2,155.7
Em:,834.7,1226,1130,1168
AlphaW:,2.000,2.000,2.000,2.000
SErP:,0.295,0.129,0.162,0.092
,LED combination A (450 nm alone),,,,,,Measured,Fit,,,Fo,Fm,Fv/Fm
,Saq,E,Start,s,[Chl],ADC,rP,rP,JPII,JVPII,F',Fm',Fq'/Fm',C,p,RSigma,Sigma,CSQ,TauES,NPQ,NSV,,QR,Qo,Qm,QoSE,QmSE,QSE,QSE ratio,,Qo points,Qo slope,Qo intercept,Qm points,Qm slope,Qm intercept
,1,0,00:50,50,8.997,42,0.000000,0.000000,0.000000,0.000000,1.499,2.672,0.439,,0.373,0.0541,5.411,0.746,1552,0.074,1.308,,122.9,1.512,2.609,0.004267,0.007838,0.008924,0.544,,12,0.0364,1.512,36,-0.000037,2.610
,2,22,12:08,728,9.633,46,9.377,9.460,69.56,0.0327,1.606,2.798,0.426,0.042,0.308,0.0525,5.250,0.698,1552,0.026,1.249,,29.67,1.627,2.733,0.0180,0.0327,0.0373,0.549,,13,0.0369,1.627,36,0.000055,2.731
,3,49,13:11,791,9.827,47,20.81,20.39,152.7,0.0725,1.638,2.847,0.425,0.054,0.261,0.0517,5.173,0.666,1680,0.008,1.227,,32.09,1.669,2.769,0.0169,0.0298,0.0343,0.566,,14,0.0369,1.669,36,0.000022,2.768
,4,81,14:14,854,10.41,48,31.54,32.43,265.3,0.110,1.736,2.843,0.389,0.132,0.403,0.0544,5.440,0.567,1603,0.010,1.229,,32.56,1.704,2.804,0.0153,0.0301,0.0338,0.507,,14,0.0381,1.704,36,0.001223,2.760
,5,118,15:18,918,10.44,48,46.18,45.23,390.2,0.161,1.740,2.859,0.391,0.130,0.281,0.0549,5.492,0.642,1437,0.004,1.222,,30.34,1.766,2.786,0.0171,0.0289,0.0336,0.592,,14,0.0362,1.766,36,-0.000376,2.799
,6,163,16:21,981,10.95,49,59.40,59.29,518.7,0.207,1.824,2.870,0.364,0.192,0.355,0.0528,5.284,0.628,1488,0.000,1.217,,26.00,1.822,2.803,0.0223,0.0305,0.0377,0.731,,13,0.0333,1.822,36,-0.000496,2.820
,7,216,17:23,1043,11.20,49,73.12,73.97,731.4,0.255,1.867,2.823,0.339,0.242,0.295,0.0562,5.623,0.582,1283,0.017,1.238,,21.71,1.867,2.787,0.0319,0.0279,0.0424,1.146,,12,0.0340,1.867,36,0.000974,2.752
,8,279,18:27,1107,11.55,49,88.93,89.10,917.2,0.310,1.925,2.825,0.319,0.287,0.272,0.0546,5.459,0.768,1117,0.016,1.237,,22.42,1.921,2.752,0.0216,0.0301,0.0370,0.718,,15,0.0312,1.921,36,-0.000624,2.774
,9,353,19:30,1170,11.67,50,105.6,104.1,1054,0.368,1.944,2.775,0.299,0.324,0.254,0.0496,4.960,0.606,1232,0.035,1.259,,19.79,1.951,2.737,0.0241,0.0316,0.0397,0.761,,12,0.0262,1.951,36,0.000770,2.710
,10,442,20:33,1233,11.93,49,115.4,115.1,1435,0.402,1.989,2.691,0.261,0.400,0.353,0.0539,5.391,0.664,1040,0.067,1.298,,16.75,1.975,2.657,0.0255,0.0318,0.0407,0.801,,12,0.0250,1.975,36,0.000038,2.656
