File path:,
File note:,
File date:,15/06/17
File time:,08:54:12
FRRf3 Ka:,11800
[Chl] multiplier:,6.0
QR threshold:,6.0
C derivation:,qP
TauPQ:,250
TauSQ:,500
Act2 SN:,15-0003-002
Act2 LED:,White
FRRf3 SN:,14-9727-007
450 nm:,1.00
530 nm:,0.50
624 nm:,0.80
,A,B,C,D
Alpha:,0.378,0.401,0.393,0.413
Ek:,166.0,153.9,162.5,154.1
Pm:,59.24,60.72,63.78,61.01
Em:,682.0,853.1,,696.7
AlphaW:,2.000,2.000,2.000,2.000
SErP:,0.308,0.254,0.535,0.273
,LED combination A (450 nm alone),,,,,,Measured,Fit,,,Fo,Fm,Fv/Fm
,Saq,E,Start,s,[Chl],ADC,rP,rP,JPII,JVPII,F',Fm',Fq'/Fm',C,p,RSigma,Sigma,CSQ,TauES,NPQ,NSV,,QR,Qo,Qm,QoSE,QmSE,QSE,QSE ratio,,Qo points,Qo slope,Qo intercept,Qm points,Qm slope,Qm intercept
,1,0,00:50,50,24.03,38,0.000000,0.000000,0.000000,0.000000,4.005,6.688,0.401,,0.289,0.0607,6.071,0.744,1680,0.181,1.521,,144.1,4.064,6.524,0.0131,0.0110,0.0171,1.187,,12,0.0949,4.064,36,-0.000126,6.528
,2,22,12:08,728,28.47,44,8.133,7.790,75.90,0.0828,4.746,7.529,0.370,0.131,0.154,0.0573,5.729,0.630,3152,0.050,1.351,,44.74,4.823,7.311,0.0412,0.0374,0.0556,1.101,,13,0.0995,4.823,36,-0.001363,7.360
,3,49,13:11,791,32.16,46,15.24,16.04,180.9,0.155,5.361,7.780,0.311,0.282,0.271,0.0613,6.129,0.500,3472,0.016,1.307,,43.56,5.347,7.677,0.0346,0.0408,0.0535,0.848,,12,0.0977,5.347,36,0.001803,7.612
,4,81,14:14,854,33.32,47,23.65,24.23,304.8,0.241,5.554,7.844,0.292,0.329,0.203,0.0625,6.248,0.532,3088,0.007,1.296,,26.82,5.572,7.725,0.0650,0.0472,0.0803,1.377,,12,0.0949,5.572,36,0.000298,7.715
,5,118,15:18,918,35.08,47,30.55,31.93,440.1,0.311,5.846,7.888,0.259,0.407,0.223,0.0619,6.194,0.516,3037,0.002,1.289,,29.45,5.862,7.773,0.0433,0.0483,0.0649,0.898,,12,0.0798,5.862,36,0.000431,7.757
,6,163,16:20,980,36.00,48,39.22,39.25,638.4,0.399,6.001,7.902,0.241,0.450,0.202,0.0650,6.504,0.584,2512,0.000,1.287,,26.89,5.981,7.779,0.0429,0.0513,0.0669,0.835,,14,0.0839,5.981,36,0.000417,7.764
,7,216,17:23,1043,36.26,47,45.56,45.49,768.1,0.464,6.043,7.659,0.211,0.509,0.231,0.0591,5.905,0.490,2640,0.032,1.328,,27.36,5.962,7.596,0.0320,0.0505,0.0598,0.633,,13,0.0753,5.962,36,0.001661,7.537
,8,279,18:27,1107,36.69,46,51.39,50.63,974.3,0.523,6.115,7.495,0.184,0.566,0.192,0.0580,5.799,0.516,2128,0.054,1.357,,26.49,6.089,7.412,0.0323,0.0381,0.0499,0.847,,12,0.0567,6.089,36,-0.000232,7.420
,9,353,19:30,1170,35.81,45,58.53,54.52,1281,0.596,5.969,7.155,0.166,0.599,0.228,0.0603,6.027,0.562,1808,0.104,1.421,,21.54,5.897,7.086,0.0317,0.0452,0.0552,0.702,,12,0.0584,5.897,36,0.000835,7.056
,10,442,20:33,1233,34.20,43,64.10,57.22,1646,0.653,5.700,6.667,0.145,0.634,0.196,0.0618,6.184,0.545,1603,0.185,1.526,,17.08,5.640,6.607,0.0322,0.0466,0.0566,0.691,,12,0.0488,5.640,36,0.000160,6.601
