File path:,
File note:,
File date:,02/06/17
File time:,18:57:17
FRRf3 Ka:,11800
[Chl] multiplier:,6.0
QR threshold:,6.0
C derivation:,qP
TauPQ:,250
TauSQ:,500
Act2 SN:,15-0003-002
Act2 LED:,White
FRRf3 SN:,14-9727-007
450 nm:,1.00
530 nm:,0.50
624 nm:,0.80
,A,B,C,D
Alpha:,0.398,0.395,0.399,0.402
Ek:,416.2,427.3,417.9,430.0
Pm:,113.7,153.6,137.3,125.2
Em:,800.9,1702,1200,929.2
AlphaW:,2.000,2.000,2.000,2.000
SErP:,0.261,0.043,0.113,0.197
,LED combination A (450 nm alone),,,,,,Measured,Fit,,,Fo,Fm,Fv/Fm
,Saq,E,Start,s,[Chl],ADC,rP,rP,JPII,JVPII,F',Fm',Fq'/Fm',C,p,RSigma,Sigma,CSQ,TauES,NPQ,NSV,,QR,Qo,Qm,QoSE,QmSE,QSE,QSE ratio,,Qo points,Qo slope,Qo intercept,Qm points,Qm slope,Qm intercept
,1,0,00:34,34,15.79,43,0.000000,0.000000,0.000000,0.000000,2.631,4.238,0.379,,0.223,0.0488,4.882,0.694,1603,0.128,1.598,,104.2,2.661,4.169,0.008893,0.0114,0.0145,0.779,,14,0.0485,2.661,36,0.000981,4.134
,2,22,06:37,397,16.93,49,8.575,8.537,64.34,0.0607,2.822,4.624,0.390,0.039,0.190,0.0486,4.856,0.652,1808,0.034,1.465,,38.67,2.876,4.514,0.0246,0.0345,0.0423,0.712,,12,0.0548,2.876,36,0.000828,4.484
,3,49,07:40,460,17.83,52,18.52,18.42,127.8,0.131,2.972,4.779,0.378,0.086,0.232,0.0433,4.331,0.578,2192,0.000,1.418,,33.94,3.021,4.674,0.0292,0.0390,0.0487,0.750,,16,0.0473,3.021,36,0.001533,4.619
,4,81,08:43,523,18.32,53,29.00,29.33,233.7,0.205,3.054,4.756,0.358,0.132,0.284,0.0479,4.791,0.514,2192,0.005,1.424,,26.08,3.071,4.720,0.0373,0.0511,0.0633,0.730,,12,0.0506,3.071,36,0.002741,4.622
,5,118,09:46,586,18.63,53,40.18,40.94,321.6,0.284,3.104,4.707,0.340,0.169,0.321,0.0453,4.526,0.412,1808,0.015,1.439,,35.97,3.097,4.666,0.0268,0.0344,0.0436,0.778,,14,0.0468,3.097,36,0.002980,4.559
,6,163,10:50,650,18.45,53,54.80,53.73,478.6,0.388,3.075,4.633,0.336,0.172,0.149,0.0488,4.876,0.596,1680,0.032,1.462,,25.18,3.138,4.564,0.0386,0.0414,0.0566,0.932,,12,0.0460,3.138,36,0.001171,4.522
,7,216,11:52,712,19.04,53,64.04,67.14,597.7,0.453,3.173,4.510,0.296,0.258,0.327,0.0460,4.595,0.454,2000,0.060,1.502,,25.84,3.177,4.488,0.0371,0.0346,0.0507,1.075,,13,0.0374,3.177,36,0.002192,4.409
,8,279,12:55,775,18.61,54,84.68,81.00,757.3,0.599,3.101,4.453,0.304,0.235,0.253,0.0451,4.508,0.584,2000,0.073,1.521,,25.93,3.079,4.421,0.0362,0.0369,0.0517,0.981,,15,0.0430,3.079,36,0.002044,4.347
,9,353,13:59,839,18.84,52,95.39,94.81,1010,0.675,3.141,4.304,0.270,0.304,0.258,0.0475,4.752,0.565,1437,0.110,1.574,,23.48,3.159,4.261,0.0237,0.0405,0.0469,0.584,,12,0.0349,3.159,36,0.000946,4.227
,10,442,15:02,902,18.41,51,112.0,106.2,1064,0.792,3.069,4.110,0.253,0.329,0.287,0.0400,3.997,0.486,2077,0.163,1.649,,21.47,3.067,4.097,0.0337,0.0342,0.0480,0.985,,15,0.0272,3.067,36,0.001913,4.028
,11,547,16:05,965,18.27,52,123.5,110.4,1258,0.874,3.045,3.933,0.226,0.385,0.190,0.0382,3.819,0.522,1808,0.215,1.723,,17.68,3.020,3.883,0.0355,0.0335,0.0488,1.059,,13,0.0261,3.020,36,0.000594,3.862
,12,671,17:08,1028,18.25,52,121.6,112.9,1706,0.860,3.042,3.716,0.181,0.488,0.252,0.0422,4.222,0.496,1552,0.286,1.823,,10.39,3.027,3.684,0.0496,0.0393,0.0632,1.263,,15,0.0209,3.027,36,0.000696,3.659
,13,819,18:11,1091,17.63,53,138.4,113.7,2539,0.979,2.938,3.535,0.169,0.507,0.221,0.0515,5.148,0.619,1168,0.352,1.916,,9.667,2.941,3.488,0.0373,0.0424,0.0565,0.878,,19,0.0198,2.941,36,-0.000610,3.509
,14,995,19:14,1154,17.03,52,146.9,112.6,3266,1.039,2.839,3.330,0.148,0.552,0.145,0.0545,5.451,0.386,1117,0.435,2.034,,8.176,2.824,3.298,0.0425,0.0395,0.0580,1.078,,12,0.0215,2.824,36,-0.000013,3.299
,15,1204,20:17,1217,17.00,53,90.66,109.8,,0.641,2.833,3.064,0.075,0.758,,,,,,0.560,2.211,,3.487,2.833,3.064,0.0450,0.0485,0.0662,0.928,,36,0.005477,2.833,36,0.000792,3.036
,16,1451,21:20,1280,15.74,56,174.7,105.9,4428,1.236,2.623,2.982,0.120,0.606,0.021,0.0507,5.068,0.660,2000,0.603,2.272,,6.888,2.604,2.975,0.0338,0.0420,0.0539,0.806,,13,0.0197,2.604,36,0.000742,2.949
,17,1745,22:23,1343,15.41,56,126.5,101.4,,0.895,2.569,2.770,0.072,0.750,,,,,,0.726,2.446,,3.064,2.569,2.770,0.0453,0.0473,0.0655,0.958,,13,0.008196,2.569,36,0.000882,2.738
