File path:,
File note:,
File date:,24/06/17
File time:,01:16:14
FRRf3 Ka:,11800
[Chl] multiplier:,6.0
QR threshold:,6.0
C derivation:,qP
TauPQ:,250
TauSQ:,500
Act2 SN:,15-0003-002
Act2 LED:,White
FRRf3 SN:,14-9727-007
450 nm:,1.00
530 nm:,0.50
624 nm:,0.80
,A,B,C,D
Alpha:,0.433,0.449,0.440,0.445
Ek:,415.6,438.9,465.3,437.2
Pm:,122.8,159.6,129.4,162.1
Em:,766.4,1229,,1382
AlphaW:,2.000,2.000,2.000,2.000
SErP:,0.151,0.171,0.233,0.084
,LED combination A (450 nm alone),,,,,,Measured,Fit,,,Fo,Fm,Fv/Fm
,Saq,E,Start,s,[Chl],ADC,rP,rP,JPII,JVPII,F',Fm',Fq'/Fm',C,p,RSigma,Sigma,CSQ,TauES,NPQ,NSV,,QR,Qo,Qm,QoSE,QmSE,QSE,QSE ratio,,Qo points,Qo slope,Qo intercept,Qm points,Qm slope,Qm intercept
,1,0,00:50,50,7.070,34,0.000000,0.000000,0.000000,0.000000,1.178,2.093,0.437,,0.314,0.0533,5.330,0.775,1437,0.098,1.202,,103.2,1.203,2.043,0.003230,0.007478,0.008146,0.432,,12,0.0279,1.203,36,0.000089,2.040
,2,22,12:08,728,7.741,38,9.325,9.284,66.87,0.0256,1.290,2.239,0.424,0.100,0.305,0.0505,5.047,0.717,1629,0.027,1.123,,29.90,1.306,2.178,0.0192,0.0220,0.0292,0.874,,14,0.0283,1.306,36,0.000012,2.178
,3,49,13:11,791,8.064,39,19.98,20.03,142.9,0.0549,1.344,2.270,0.408,0.140,0.257,0.0484,4.844,0.781,1603,0.013,1.108,,26.89,1.355,2.211,0.0188,0.0257,0.0318,0.730,,14,0.0277,1.355,36,0.000180,2.205
,4,81,14:14,854,8.476,40,30.94,31.89,252.4,0.0850,1.413,2.286,0.382,0.198,0.390,0.0518,5.175,0.574,1872,0.006,1.101,,23.26,1.390,2.247,0.0247,0.0274,0.0368,0.901,,14,0.0292,1.390,36,0.000256,2.238
,5,118,15:18,918,8.722,41,43.38,44.51,366.7,0.119,1.454,2.299,0.368,0.230,0.382,0.0516,5.160,0.642,1552,0.000,1.094,,26.23,1.437,2.277,0.0238,0.0214,0.0320,1.112,,13,0.0271,1.437,36,0.001029,2.240
,6,163,16:21,981,8.894,41,57.78,58.42,510.0,0.159,1.482,2.296,0.354,0.257,0.359,0.0520,5.196,0.607,1603,0.001,1.096,,26.95,1.467,2.271,0.0186,0.0233,0.0298,0.801,,14,0.0269,1.467,36,0.000708,2.246
,7,216,17:24,1044,8.864,42,77.09,72.98,624.8,0.212,1.477,2.297,0.357,0.252,0.181,0.0480,4.804,0.756,1360,0.001,1.095,,23.08,1.486,2.248,0.0236,0.0232,0.0330,1.017,,12,0.0273,1.486,36,0.000479,2.231
,8,279,18:27,1107,9.015,42,94.00,88.04,893.5,0.258,1.503,2.266,0.337,0.289,0.289,0.0532,5.318,0.734,1360,0.014,1.110,,19.59,1.500,2.232,0.0274,0.0254,0.0374,1.078,,14,0.0266,1.500,36,0.000599,2.211
,9,353,19:30,1170,9.329,42,106.7,103.1,1168,0.293,1.555,2.228,0.302,0.356,0.295,0.0549,5.494,0.624,1181,0.032,1.129,,18.04,1.553,2.198,0.0232,0.0272,0.0358,0.850,,13,0.0238,1.553,36,0.000281,2.188
,10,442,20:33,1233,9.577,42,113.2,115.4,1470,0.311,1.596,2.146,0.256,0.443,0.306,0.0552,5.524,0.604,988.8,0.071,1.172,,13.98,1.590,2.135,0.0293,0.0257,0.0390,1.139,,15,0.0194,1.590,36,0.000542,2.116
,11,547,21:36,1296,9.432,41,127.2,119.8,2092,0.350,1.572,2.048,0.233,0.482,0.305,0.0635,6.350,0.388,835.2,0.122,1.228,,12.70,1.560,2.034,0.0282,0.0245,0.0374,1.148,,12,0.0207,1.560,36,0.000615,2.012
,12,671,22:39,1359,9.247,41,133.4,122.3,2010,0.367,1.541,1.924,0.199,0.541,0.260,0.0498,4.975,0.720,912.0,0.195,1.308,,9.828,1.536,1.917,0.0272,0.0277,0.0388,0.980,,12,0.0127,1.536,36,0.000622,1.895
,13,819,23:42,1422,8.729,40,151.9,122.6,2111,0.417,1.455,1.786,0.185,0.553,0.181,0.0428,4.280,0.586,1168,0.287,1.409,,8.155,1.451,1.762,0.0265,0.0275,0.0381,0.964,,12,0.0101,1.451,36,0.000072,1.760
,14,995,24:45,1485,8.249,40,150.0,120.8,2880,0.412,1.375,1.619,0.151,0.615,0.226,0.0481,4.807,0.648,912.0,0.420,1.554,,6.567,1.378,1.614,0.0254,0.0253,0.0359,1.006,,20,0.007356,1.378,36,0.000350,1.601
,15,1204,25:48,1548,7.720,40,144.7,117.0,,0.398,1.287,1.462,0.120,0.673,,,,,,0.572,1.720,,5.215,1.287,1.462,0.0233,0.0243,0.0337,0.957,,12,0.009734,1.287,36,0.000200,1.455
,16,1451,26:51,1611,7.357,40,93.43,111.8,,0.257,1.226,1.311,0.064,0.812,,,,,,0.754,1.920,,2.308,1.226,1.311,0.0178,0.0320,0.0366,0.556,,16,0.004372,1.226,36,0.000151,1.305
,17,1745,27:54,1674,6.788,40,111.7,105.8,,0.307,1.131,1.209,0.064,0.803,,,,,,0.902,2.081,,1.795,1.131,1.209,0.0344,0.0260,0.0431,1.324,,21,0.002627,1.131,36,0.000012,1.208
,18,2094,28:57,1737,6.416,43,79.99,99.82,,0.220,1.069,1.112,0.038,0.875,,,,,,1.067,2.263,,0.920,1.069,1.112,0.0325,0.0328,0.0462,0.993,,33,0.001778,1.069,36,-0.001149,1.153
,19,2508,30:00,1800,6.260,45,161.1,94.43,,0.443,1.043,1.115,0.064,0.791,,,,,,1.062,2.256,,1.464,1.043,1.115,0.0350,0.0342,0.0489,1.022,,25,0.002777,1.043,36,0.000700,1.090
,20,3000,31:04,1864,5.975,51,77.35,90.10,,0.213,0.996,1.022,0.026,0.911,,,,,,1.249,2.461,,0.629,0.996,1.022,0.0172,0.0382,0.0419,0.449,,16,0.003706,0.996,36,-0.000789,1.051
,21,0,32:07,1927,6.218,23,0.000000,0.000000,0.000000,0.000000,1.036,1.673,0.381,,0.259,0.0513,5.126,0.842,1232,0.374,1.503,,57.98,1.048,1.637,0.007548,0.006779,0.0101,1.113,,12,0.0202,1.048,36,0.000295,1.626
,LED combination B (450 + 530 nm),,,,,,Measured,Fit,,,Fo,Fm,Fv/Fm
,Saq,E,Start,s,[Chl],ADC,rP,rP,JPII,JVPII,F',Fm',Fq'/Fm',C,p,RSigma,Sigma,CSQ,TauES,NPQ,NSV,,QR,Qo,Qm,QoSE,QmSE,QSE,QSE ratio,,Qo points,Qo slope,Qo intercept,Qm points,Qm slope,Qm intercept
,1,0,00:50,50,7.070,42,0.000000,0.000000,0.000000,0.000000,1.010,1.791,0.436,,0.361,0.0625,4.164,0.775,1411,0.091,1.343,,128.2,1.023,1.730,0.002540,0.004888,0.005508,0.520,,12,0.0271,1.023,36,-0.000293,1.740
