File path:,
File note:,
File date:,09/06/17
File time:,15:33:49
FRRf3 Ka:,11800
[Chl] multiplier:,6.0
QR threshold:,6.0
C derivation:,qP
TauPQ:,250
TauSQ:,500
Act2 SN:,15-0003-002
Act2 LED:,White
FRRf3 SN:,14-9727-007
450 nm:,1.00
530 nm:,0.50
624 nm:,0.80
,A,B,C,D
Alpha:,0.487,0.502,0.500,0.502
Ek:,714.4,714.2,677.8,713.1
Pm:,254.2,252.0,261.7,226.2
Em:,1799,1545,3069,
AlphaW:,2.000,2.000,2.000,2.000
SErP:,0.035,0.042,0.034,0.064
,LED combination A (450 nm alone),,,,,,Measured,Fit,,,Fo,Fm,Fv/Fm
,Saq,E,Start,s,[Chl],ADC,rP,rP,JPII,JVPII,F',Fm',Fq'/Fm',C,p,RSigma,Sigma,CSQ,TauES,NPQ,NSV,,QR,Qo,Qm,QoSE,QmSE,QSE,QSE ratio,,Qo points,Qo slope,Qo intercept,Qm points,Qm slope,Qm intercept
,1,0,00:48,48,16.38,42,0.000000,0.000000,0.000000,0.000000,2.730,5.039,0.458,,0.409,0.0442,4.422,0.666,1731,0.294,1.158,,156.7,2.708,4.955,0.0113,0.008852,0.0143,1.274,,19,0.0601,2.708,36,0.001630,4.896
,2,22,12:07,727,19.58,53,10.41,10.55,59.28,0.0633,3.263,6.194,0.473,0.081,0.362,0.0447,4.475,0.610,2000,0.053,0.942,,55.70,3.289,6.055,0.0295,0.0400,0.0497,0.738,,16,0.0768,3.289,36,0.001356,6.006
,3,49,13:09,789,21.03,58,22.45,23.07,131.5,0.136,3.505,6.469,0.458,0.129,0.365,0.0446,4.456,0.562,2371,0.008,0.902,,55.13,3.497,6.389,0.0315,0.0419,0.0525,0.752,,14,0.0799,3.497,36,0.003720,6.255
,4,81,14:12,852,21.11,58,37.30,37.30,215.0,0.227,3.518,6.521,0.460,0.128,0.321,0.0441,4.408,0.574,2192,0.000,0.895,,59.02,3.548,6.366,0.0335,0.0340,0.0477,0.987,,18,0.0783,3.548,36,0.001826,6.300
,5,118,15:15,915,20.95,57,53.54,52.98,332.1,0.325,3.491,6.391,0.454,0.132,0.332,0.0467,4.673,0.562,1872,0.020,0.913,,59.87,3.530,6.280,0.0272,0.0370,0.0459,0.736,,16,0.0802,3.530,36,0.001973,6.209
,6,163,16:19,979,22.00,57,70.01,70.99,437.4,0.425,3.667,6.429,0.430,0.181,0.374,0.0446,4.456,0.538,1808,0.014,0.907,,49.80,3.619,6.316,0.0358,0.0406,0.0541,0.883,,14,0.0782,3.619,36,0.002040,6.242
,7,216,17:22,1042,22.29,58,90.26,90.80,596.1,0.549,3.715,6.382,0.418,0.200,0.362,0.0458,4.583,0.520,1680,0.022,0.914,,40.69,3.687,6.260,0.0450,0.0444,0.0632,1.014,,12,0.0759,3.687,36,0.001782,6.196
,8,279,18:25,1105,22.18,58,117.5,112.5,755.7,0.714,3.696,6.386,0.421,0.194,0.279,0.0450,4.498,0.625,1603,0.021,0.913,,36.58,3.743,6.233,0.0513,0.0447,0.0681,1.149,,12,0.0743,3.743,36,0.000744,6.206
,9,353,19:28,1168,23.18,59,137.8,135.7,1021,0.837,3.863,6.336,0.390,0.251,0.357,0.0480,4.801,0.533,1501,0.029,0.921,,47.45,3.848,6.228,0.0282,0.0415,0.0502,0.680,,18,0.0714,3.848,36,0.001546,6.172
,10,442,20:31,1231,23.77,59,169.4,160.5,1276,1.029,3.962,6.424,0.383,0.269,0.230,0.0479,4.792,0.622,1411,0.015,0.908,,35.77,4.016,6.283,0.0425,0.0470,0.0634,0.905,,12,0.0729,4.016,36,0.001100,6.244
,11,547,21:34,1294,25.10,60,188.9,186.2,1608,1.148,4.184,6.392,0.345,0.339,0.326,0.0488,4.882,0.549,1437,0.020,0.913,,41.66,4.140,6.301,0.0316,0.0411,0.0519,0.768,,12,0.0722,4.140,36,0.001527,6.246
,12,671,22:37,1357,25.57,60,214.9,211.9,1742,1.306,4.262,6.270,0.320,0.382,0.163,0.0431,4.312,0.626,1283,0.040,0.930,,32.42,4.261,6.121,0.0425,0.0385,0.0574,1.104,,14,0.0602,4.261,36,0.000154,6.115
,13,819,23:40,1420,25.51,60,242.3,228.5,2256,1.472,4.252,6.039,0.296,0.418,0.248,0.0457,4.575,0.548,1309,0.080,0.966,,37.77,4.266,5.942,0.0305,0.0322,0.0444,0.946,,12,0.0536,4.266,36,0.000703,5.917
