File path:,
File note:,
File date:,14/06/17
File time:,02:56:15
FRRf3 Ka:,11800
[Chl] multiplier:,6.0
QR threshold:,6.0
C derivation:,qP
TauPQ:,250
TauSQ:,500
Act2 SN:,15-0003-002
Act2 LED:,White
FRRf3 SN:,14-9727-007
450 nm:,1.00
530 nm:,0.50
624 nm:,0.80
,A,B,C,D
Alpha:,0.388,0.404,0.398,0.413
Ek:,340.2,307.2,320.6,318.4
Pm:,83.45,103.0,105.5,102.8
Em:,,900.2,961.8,865.7
AlphaW:,2.000,2.000,2.000,2.000
SErP:,0.057,0.077,0.084,0.063
,LED combination A (450 nm alone),,,,,,Measured,Fit,,,Fo,Fm,Fv/Fm
,Saq,E,Start,s,[Chl],ADC,rP,rP,JPII,JVPII,F',Fm',Fq'/Fm',C,p,RSigma,Sigma,CSQ,TauES,NPQ,NSV,,QR,Qo,Qm,QoSE,QmSE,QSE,QSE ratio,,Qo points,Qo slope,Qo intercept,Qm points,Qm slope,Qm intercept
,1,0,00:34,34,43.44,39,0.000000,0.000000,0.000000,0.000000,7.240,11.69,0.381,,0.335,0.0725,7.252,0.864,1168,0.121,1.630,,177.3,7.362,11.28,0.0173,0.0137,0.0221,1.261,,12,0.175,7.362,36,-0.002764,11.38
,2,22,11:36,696,48.47,46,8.100,8.267,90.70,0.157,8.078,12.78,0.368,0.083,0.254,0.0685,6.846,0.702,1552,0.025,1.491,,51.48,8.283,12.36,0.0490,0.0623,0.0793,0.786,,12,0.171,8.283,36,-0.003210,12.48
,3,49,12:39,759,50.35,49,17.54,17.71,202.4,0.340,8.392,13.07,0.358,0.120,0.254,0.0686,6.859,0.674,1680,0.003,1.458,,55.69,8.514,12.69,0.0396,0.0636,0.0749,0.622,,12,0.186,8.514,36,-0.002328,12.77
,4,81,13:43,823,51.49,49,27.89,27.97,340.5,0.540,8.582,13.09,0.344,0.154,0.244,0.0698,6.980,0.696,1680,0.002,1.456,,51.32,8.714,12.76,0.0597,0.0516,0.0789,1.156,,12,0.182,8.714,36,-0.001222,12.81
,5,118,14:45,885,53.51,49,37.73,38.69,478.0,0.731,8.919,13.11,0.320,0.216,0.283,0.0673,6.726,0.649,1501,0.000,1.454,,38.95,8.945,12.80,0.0726,0.0671,0.0988,1.082,,12,0.171,8.945,36,-0.001767,12.86
,6,163,15:49,949,52.67,48,53.30,50.26,678.7,1.033,8.779,13.04,0.327,0.195,0.129,0.0691,6.914,0.704,1360,0.005,1.461,,37.22,9.039,12.69,0.0787,0.0585,0.0981,1.345,,12,0.164,9.039,36,-0.001015,12.73
,7,216,16:52,1012,54.71,49,65.08,62.05,909.6,1.261,9.119,13.05,0.301,0.259,0.109,0.0699,6.992,0.673,1181,0.005,1.460,,41.55,9.335,12.72,0.0575,0.0578,0.0815,0.994,,12,0.156,9.335,36,-0.000871,12.75
,8,279,17:55,1075,55.77,49,78.95,73.88,1151,1.530,9.296,12.96,0.283,0.301,0.061,0.0685,6.852,0.672,1283,0.011,1.470,,40.06,9.490,12.64,0.0477,0.0624,0.0786,0.765,,12,0.149,9.490,36,-0.000787,12.67
,9,353,18:58,1138,58.97,48,84.20,83.90,1483,1.632,9.829,12.91,0.239,0.409,0.233,0.0698,6.977,0.646,1360,0.016,1.476,,27.66,9.866,12.72,0.0738,0.0722,0.103,1.022,,12,0.130,9.866,36,0.001610,12.66
,10,442,20:01,1201,61.05,49,88.28,87.70,1829,1.711,10.18,12.72,0.200,0.501,0.207,0.0687,6.872,0.661,1309,0.031,1.499,,30.86,10.15,12.58,0.0460,0.0639,0.0787,0.720,,12,0.115,10.15,36,0.000732,12.55
