File path:,
File note:,
File date:,02/06/17
File time:,11:31:32
FRRf3 Ka:,11800
[Chl] multiplier:,6.0
QR threshold:,6.0
C derivation:,qP
TauPQ:,250
TauSQ:,500
Act2 SN:,15-0003-002
Act2 LED:,White
FRRf3 SN:,14-9727-007
450 nm:,1.00
530 nm:,0.50
624 nm:,0.80
,A,B,C,D
Alpha:,0.370,0.368,0.373,0.383
Ek:,278.0,303.2,280.4,268.2
Pm:,102.8,70.58,98.40,84.25
Em:,,,1054,763.3
AlphaW:,2.000,2.000,2.000,2.000
SErP:,0.220,0.722,0.070,0.145
,LED combination A (450 nm alone),,,,,,Measured,Fit,,,Fo,Fm,Fv/Fm
,Saq,E,Start,s,[Chl],ADC,rP,rP,JPII,JVPII,F',Fm',Fq'/Fm',C,p,RSigma,Sigma,CSQ,TauES,NPQ,NSV,,QR,Qo,Qm,QoSE,QmSE,QSE,QSE ratio,,Qo points,Qo slope,Qo intercept,Qm points,Qm slope,Qm intercept
,1,0,00:35,35,10.50,54,0.000000,0.000000,0.000000,0.000000,1.750,2.828,0.381,,0.173,0.0493,4.932,0.627,2269,0.104,1.851,,78.29,1.780,2.766,0.008512,0.009283,0.0126,0.917,,15,0.0326,1.780,36,0.000657,2.742
,2,22,06:37,397,11.48,58,8.088,7.822,60.41,0.0379,1.913,3.025,0.368,,0.131,0.0456,4.560,0.570,2717,0.032,1.730,,30.02,1.933,2.951,0.0237,0.0243,0.0339,0.978,,13,0.0342,1.933,36,0.000289,2.941
,3,49,07:40,460,12.44,60,16.46,16.61,129.8,0.0771,2.073,3.122,0.336,0.101,0.170,0.0440,4.400,0.506,3203,0.000,1.676,,22.82,2.064,3.089,0.0347,0.0285,0.0449,1.215,,14,0.0340,2.064,36,0.001328,3.041
,4,81,08:44,524,12.81,62,25.35,25.98,213.7,0.119,2.134,3.106,0.313,0.160,0.219,0.0438,4.381,0.444,3280,0.005,1.684,,27.76,2.113,3.076,0.0149,0.0313,0.0347,0.477,,12,0.0330,2.113,36,0.001391,3.026
,5,118,09:47,587,12.83,62,35.07,35.56,331.8,0.164,2.138,3.042,0.297,0.191,0.249,0.0467,4.669,0.459,3037,0.026,1.720,,20.03,2.136,2.996,0.0342,0.0260,0.0429,1.316,,16,0.0281,2.136,36,0.000442,2.980
,6,163,10:49,649,12.87,60,43.19,45.61,488.2,0.202,2.145,2.918,0.265,0.260,0.250,0.0497,4.973,0.395,2717,0.070,1.793,,19.23,2.136,2.882,0.0293,0.0253,0.0388,1.159,,12,0.0265,2.136,36,0.000068,2.879
,7,216,11:52,712,12.39,59,58.12,55.53,563.8,0.272,2.065,2.826,0.269,0.233,0.231,0.0433,4.334,0.476,2960,0.105,1.852,,18.86,2.040,2.814,0.0279,0.0301,0.0410,0.927,,12,0.0262,2.040,36,0.001452,2.762
,8,279,12:55,775,12.64,58,59.75,65.12,774.5,0.280,2.107,2.681,0.214,0.368,0.218,0.0461,4.609,0.456,2128,0.164,1.952,,16.26,2.079,2.659,0.0220,0.0280,0.0356,0.784,,14,0.0221,2.079,36,0.000219,2.651
,9,353,13:59,839,12.20,59,73.41,73.93,923.9,0.344,2.033,2.566,0.208,0.368,0.153,0.0435,4.346,0.564,2269,0.217,2.039,,12.21,2.033,2.557,0.0279,0.0325,0.0429,0.859,,17,0.0171,2.033,36,0.001012,2.520
,10,442,15:02,902,11.93,58,82.35,81.84,1414,0.385,1.988,2.444,0.186,0.415,0.250,0.0531,5.314,0.398,2128,0.278,2.141,,12.53,1.970,2.422,0.0225,0.0281,0.0361,0.800,,12,0.0196,1.970,36,-0.000336,2.434
