File path:,
File note:,
File date:,16/06/17
File time:,14:02:40
FRRf3 Ka:,11800
[Chl] multiplier:,6.0
QR threshold:,6.0
C derivation:,qP
TauPQ:,250
TauSQ:,500
Act2 SN:,15-0003-002
Act2 LED:,White
FRRf3 SN:,14-9727-007
450 nm:,1.00
530 nm:,0.50
624 nm:,0.80
,A,B,C,D
Alpha:,0.432,0.440,0.447,0.449
Ek:,363.1,366.4,360.9,350.7
Pm:,141.4,102.0,139.6,133.4
Em:,2331,,1208,1315
AlphaW:,2.000,2.000,2.000,2.000
SErP:,0.048,0.064,0.024,0.045
,LED combination A (450 nm alone),,,,,,Measured,Fit,,,Fo,Fm,Fv/Fm
,Saq,E,Start,s,[Chl],ADC,rP,rP,JPII,JVPII,F',Fm',Fq'/Fm',C,p,RSigma,Sigma,CSQ,TauES,NPQ,NSV,,QR,Qo,Qm,QoSE,QmSE,QSE,QSE ratio,,Qo points,Qo slope,Qo intercept,Qm points,Qm slope,Qm intercept
,1,0,00:50,50,20.59,49,0.000000,0.000000,0.000000,0.000000,3.431,6.043,0.432,,0.363,0.0622,6.225,0.782,1488,0.109,1.207,,148.5,3.473,5.881,0.0105,0.0124,0.0162,0.844,,13,0.0918,3.473,36,-0.000629,5.903
,2,19,12:08,728,23.19,57,7.856,8.003,67.83,0.0636,3.864,6.589,0.413,0.129,0.296,0.0593,5.928,0.676,1808,0.018,1.107,,44.76,3.929,6.436,0.0400,0.0392,0.0560,1.021,,12,0.0932,3.929,36,0.000788,6.407
,3,42,13:11,791,23.80,59,17.01,17.15,150.2,0.138,3.967,6.667,0.405,0.152,0.288,0.0594,5.938,0.624,2000,0.006,1.094,,40.52,4.061,6.513,0.0471,0.0380,0.0605,1.238,,14,0.0878,4.061,36,0.001322,6.465
,4,68,14:14,854,24.25,59,26.63,26.81,240.2,0.216,4.042,6.644,0.392,0.178,0.270,0.0587,5.867,0.598,1872,0.009,1.098,,41.59,4.101,6.456,0.0315,0.0470,0.0566,0.670,,12,0.0899,4.101,36,-0.000439,6.471
,5,99,15:17,917,24.86,59,37.67,37.46,353.1,0.305,4.144,6.689,0.381,0.204,0.241,0.0592,5.922,0.639,1731,0.002,1.091,,45.81,4.214,6.536,0.0272,0.0428,0.0507,0.636,,12,0.0893,4.214,36,0.000189,6.529
,6,134,16:20,980,25.46,59,49.20,48.45,492.2,0.398,4.243,6.704,0.367,0.233,0.227,0.0610,6.100,0.678,1603,0.000,1.088,,48.92,4.303,6.526,0.0251,0.0379,0.0455,0.661,,14,0.0899,4.303,36,-0.000753,6.554
,7,176,17:23,1043,25.88,59,62.53,60.30,615.0,0.506,4.313,6.690,0.355,0.257,0.133,0.0580,5.802,0.666,1552,0.002,1.090,,36.90,4.378,6.535,0.0373,0.0450,0.0584,0.830,,12,0.0871,4.378,36,0.000935,6.501
,8,224,18:27,1107,26.40,60,75.98,72.27,852.9,0.615,4.399,6.658,0.339,0.289,0.172,0.0632,6.322,0.640,1360,0.007,1.096,,38.12,4.491,6.511,0.0338,0.0408,0.0530,0.830,,13,0.0837,4.491,36,0.000892,6.479
,9,280,19:30,1170,27.45,59,83.61,84.38,1054,0.677,4.575,6.523,0.299,0.367,0.278,0.0625,6.252,0.658,1437,0.028,1.118,,38.00,4.564,6.411,0.0230,0.0428,0.0486,0.536,,12,0.0774,4.564,36,-0.000306,6.422
,10,344,20:33,1233,28.29,59,91.59,96.11,1242,0.741,4.715,6.426,0.266,0.432,0.271,0.0600,5.996,0.699,1437,0.043,1.135,,37.79,4.672,6.321,0.0212,0.0381,0.0436,0.557,,12,0.0724,4.672,36,-0.000920,6.354
,11,420,21:36,1296,27.66,59,106.6,106.0,1572,0.863,4.610,6.179,0.254,0.446,0.261,0.0621,6.215,0.392,1168,0.085,1.181,,26.13,4.606,6.110,0.0287,0.0499,0.0575,0.576,,12,0.0614,4.606,36,0.000685,6.085
,12,507,22:39,1359,26.90,56,118.7,114.4,1876,0.960,4.484,5.854,0.234,0.474,0.209,0.0615,6.145,0.658,1283,0.145,1.246,,18.45,4.479,5.809,0.0532,0.0487,0.0721,1.092,,12,0.0573,4.479,36,0.001444,5.757
,13,609,23:42,1422,26.25,53,120.9,121.8,2036,0.978,4.374,5.458,0.198,0.536,0.169,0.0555,5.553,0.632,1283,0.228,1.337,,16.30,4.365,5.406,0.0472,0.0431,0.0639,1.094,,13,0.0421,4.365,36,0.000871,5.375
,14,727,24:45,1485,24.60,50,126.4,127.9,2526,1.023,4.099,4.962,0.174,0.570,0.147,0.0577,5.769,0.650,1232,0.351,1.470,,15.60,4.057,4.913,0.0363,0.0412,0.0549,0.881,,12,0.0411,4.057,36,0.000125,4.908
,15,865,25:48,1548,22.56,47,140.0,132.8,2986,1.133,3.761,4.487,0.162,0.575,0.211,0.0573,5.732,0.492,1168,0.494,1.626,,15.49,3.759,4.459,0.0235,0.0387,0.0452,0.608,,15,0.0267,3.759,36,0.000960,4.425
,16,1024,26:51,1611,20.91,45,139.7,136.4,3146,1.130,3.484,4.035,0.136,0.617,0.196,0.0510,5.102,0.774,1232,0.662,1.808,,8.605,3.487,3.998,0.0267,0.0531,0.0594,0.502,,16,0.0189,3.487,36,-0.000569,4.019
,17,1210,27:54,1674,19.78,41,131.2,138.8,1219,1.061,3.297,3.698,0.108,0.678,0.016,0.0167,1.673,1.000,3152,0.813,1.973,,7.431,3.203,3.574,0.0335,0.0370,0.0499,0.905,,19,0.0128,3.203,36,-0.000498,3.592
,18,1426,28:57,1737,17.92,41,122.8,140.3,3384,0.994,2.987,3.268,0.086,0.722,0.015,0.0394,3.940,0.912,579.2,1.052,2.232,,6.520,2.965,3.294,0.0348,0.0363,0.0503,0.958,,19,0.0104,2.965,36,0.002239,3.213
,19,1677,30:00,1800,16.39,37,154.0,141.0,,1.246,2.732,3.009,0.092,0.686,,,,,,1.228,2.425,,4.456,2.732,3.009,0.0399,0.0475,0.0620,0.840,,13,0.009892,2.732,36,0.001307,2.962
,20,1968,31:03,1863,15.50,39,148.4,141.3,,1.201,2.584,2.795,0.075,0.728,,,,,,1.399,2.610,,3.714,2.584,2.795,0.0399,0.0404,0.0567,0.988,,16,0.009967,2.584,36,0.001419,2.743
,21,0,32:06,1926,17.44,30,0.000000,0.000000,0.000000,0.000000,2.907,4.660,0.376,,0.269,0.0628,6.278,0.874,1040,0.439,1.565,,75.97,2.950,4.550,0.0139,0.0158,0.0211,0.884,,12,0.0633,2.950,36,-0.000104,4.553
,LED combination B (450 + 530 nm),,,,,,Measured,Fit,,,Fo,Fm,Fv/Fm
,Saq,E,Start,s,[Chl],ADC,rP,rP,JPII,JVPII,F',Fm',Fq'/Fm',C,p,RSigma,Sigma,CSQ,TauES,NPQ,NSV,,QR,Qo,Qm,QoSE,QmSE,QSE,QSE ratio,,Qo points,Qo slope,Qo intercept,Qm points,Qm slope,Qm intercept
,1,0,00:50,50,20.59,61,0.000000,0.000000,0.000000,0.000000,2.858,5.202,0.451,,0.353,0.0746,4.972,0.815,1437,0.094,1.149,,148.0,2.948,5.003,0.0112,0.008188,0.0139,1.370,,12,0.0917,2.948,36,-0.001175,5.046
,2,19,12:08,728,23.19,71,8.045,8.151,53.68,0.0520,3.245,5.627,0.423,0.127,0.303,0.0704,4.692,0.725,1821,0.012,1.062,,53.06,3.298,5.424,0.0222,0.0334,0.0401,0.665,,12,0.0948,3.298,36,-0.001358,5.473
,3,42,13:11,791,23.80,73,17.22,17.47,116.6,0.111,3.343,5.666,0.410,0.158,0.282,0.0692,4.611,0.681,1923,0.005,1.055,,44.83,3.403,5.480,0.0322,0.0333,0.0463,0.966,,13,0.0915,3.403,36,-0.000790,5.509
,4,68,14:14,854,24.25,73,27.11,27.32,190.7,0.175,3.396,5.648,0.399,0.179,0.284,0.0698,4.656,0.674,1808,0.008,1.058,,57.90,3.455,5.478,0.0175,0.0302,0.0349,0.579,,13,0.0885,3.455,36,-0.000106,5.482
,5,99,15:17,917,24.86,73,38.21,38.19,285.3,0.247,3.479,5.666,0.386,0.207,0.245,0.0718,4.786,0.717,1603,0.005,1.055,,40.60,3.559,5.491,0.0334,0.0339,0.0476,0.985,,12,0.0884,3.559,36,-0.000985,5.526
,6,134,16:20,980,25.46,73,50.53,49.41,384.9,0.327,3.546,5.692,0.377,0.227,0.204,0.0716,4.770,0.677,1603,0.000,1.050,,37.59,3.647,5.511,0.0319,0.0379,0.0496,0.841,,12,0.0846,3.647,36,-0.000226,5.519
,7,176,17:23,1043,25.88,74,63.33,61.52,526.9,0.410,3.613,5.644,0.360,0.259,0.208,0.0746,4.971,0.698,1488,0.009,1.059,,32.95,3.713,5.505,0.0417,0.0349,0.0544,1.193,,12,0.0835,3.713,36,-0.000154,5.511
,8,224,18:27,1107,26.40,73,75.20,73.77,652.1,0.486,3.737,5.625,0.336,0.308,0.228,0.0725,4.834,0.612,1552,0.012,1.062,,34.60,3.803,5.486,0.0297,0.0385,0.0486,0.770,,12,0.0805,3.803,36,-0.000631,5.508
,9,280,19:30,1170,27.45,73,87.79,86.18,777.2,0.568,3.830,5.580,0.314,0.351,0.136,0.0691,4.610,0.674,1360,0.020,1.071,,35.04,3.908,5.444,0.0304,0.0316,0.0438,0.962,,12,0.0703,3.908,36,-0.000203,5.451
,10,344,20:33,1233,28.29,72,102.6,98.22,1004,0.663,3.840,5.471,0.298,0.376,0.082,0.0727,4.846,0.598,1283,0.040,1.092,,29.92,3.924,5.329,0.0294,0.0366,0.0470,0.805,,12,0.0690,3.924,36,-0.000958,5.364
,11,420,21:36,1296,27.66,71,105.7,107.2,1185,0.684,3.892,5.201,0.252,0.459,0.247,0.0703,4.687,0.562,1488,0.094,1.149,,24.78,3.887,5.114,0.0356,0.0344,0.0495,1.036,,12,0.0590,3.887,36,0.000245,5.106
,12,507,22:39,1359,26.90,67,116.2,114.5,1421,0.752,3.808,4.941,0.229,0.494,0.192,0.0698,4.654,0.626,1360,0.152,1.210,,20.06,3.826,4.855,0.0346,0.0379,0.0513,0.912,,12,0.0490,3.826,36,-0.000287,4.865
,13,609,23:42,1422,26.25,65,123.8,121.4,1687,0.801,3.658,4.591,0.203,0.532,0.212,0.0690,4.601,0.696,1360,0.240,1.302,,21.68,3.651,4.553,0.0296,0.0292,0.0416,1.011,,12,0.0425,3.651,36,0.000710,4.527
,14,727,24:45,1485,24.60,61,116.7,127.5,1726,0.755,3.505,4.175,0.161,0.610,0.222,0.0591,3.943,0.702,1283,0.363,1.431,,12.40,3.475,4.148,0.0440,0.0317,0.0542,1.391,,12,0.0313,3.475,36,0.000317,4.136
,15,865,25:48,1548,22.56,56,141.5,132.8,2140,0.915,3.164,3.783,0.164,0.578,0.141,0.0616,4.109,0.586,1360,0.505,1.580,,14.71,3.132,3.742,0.0312,0.0273,0.0415,1.145,,12,0.0310,3.132,36,-0.000024,3.743
,16,1024,26:51,1611,20.91,53,140.7,137.1,2395,0.910,2.931,3.398,0.137,0.621,0.176,0.0583,3.884,0.758,1488,0.675,1.759,,13.31,2.926,3.364,0.0167,0.0283,0.0329,0.592,,12,0.0194,2.926,36,-0.000104,3.367
,17,1210,27:54,1674,19.78,49,139.5,140.3,2813,0.902,2.684,3.034,0.115,0.658,0.145,0.0579,3.860,0.660,1168,0.876,1.970,,8.646,2.682,3.019,0.0300,0.0250,0.0390,1.202,,15,0.0138,2.682,36,0.000530,3.000
,18,1426,28:57,1737,17.92,46,126.0,142.6,,0.815,2.492,2.734,0.088,0.719,,,,,,1.082,2.186,,5.384,2.492,2.734,0.0355,0.0275,0.0449,1.291,,12,0.0101,2.492,36,0.000089,2.731
,19,1677,30:00,1800,16.39,46,178.9,144.0,3866,1.157,2.271,2.542,0.107,0.643,0.018,0.0574,3.828,0.566,2000,1.239,2.351,,6.865,2.291,2.545,0.0184,0.0320,0.0370,0.575,,12,0.0107,2.291,36,0.000868,2.514
,20,1968,31:03,1863,15.50,45,136.4,144.9,,0.882,2.196,2.360,0.069,0.755,,,,,,1.412,2.533,,4.369,2.196,2.360,0.0287,0.0241,0.0374,1.192,,22,0.005365,2.196,36,0.000154,2.354
,21,0,32:06,1926,17.44,38,0.000000,0.000000,0.000000,0.000000,2.434,4.032,0.396,,0.273,0.0754,5.026,0.880,1040,0.412,1.482,,77.19,2.508,3.888,0.0137,0.0115,0.0179,1.185,,12,0.0645,2.508,36,-0.000798,3.917
,LED combination C (450 + 624 nm),,,,,,Measured,Fit,,,Fo,Fm,Fv/Fm
,Saq,E,Start,s,[Chl],ADC,rP,rP,JPII,JVPII,F',Fm',Fq'/Fm',C,p,RSigma,Sigma,CSQ,TauES,NPQ,NSV,,QR,Qo,Qm,QoSE,QmSE,QSE,QSE ratio,,Qo points,Qo slope,Qo intercept,Qm points,Qm slope,Qm intercept
,1,0,00:50,50,20.59,60,0.000000,0.000000,0.000000,0.000000,2.345,4.227,0.445,,0.350,0.0715,3.970,0.793,1437,0.089,1.154,,178.8,2.408,4.070,0.006867,0.006263,0.009294,1.096,,12,0.0718,2.408,36,-0.000907,4.102
,2,19,12:08,728,23.19,70,8.039,8.274,43.90,0.0432,2.627,4.554,0.423,0.124,0.295,0.0691,3.837,0.712,1808,0.011,1.071,,46.31,2.719,4.391,0.0190,0.0307,0.0361,0.618,,13,0.0689,2.719,36,-0.000975,4.427
,3,42,13:11,791,23.80,71,17.76,17.72,95.66,0.0953,2.654,4.598,0.423,0.129,0.239,0.0681,3.782,0.698,1808,0.002,1.061,,48.88,2.736,4.428,0.0222,0.0266,0.0346,0.836,,12,0.0738,2.736,36,-0.001174,4.471
,4,68,14:14,854,24.25,70,28.09,27.71,157.8,0.151,2.675,4.558,0.413,0.145,0.179,0.0694,3.854,0.680,1680,0.010,1.070,,43.73,2.775,4.400,0.0228,0.0293,0.0372,0.779,,12,0.0741,2.775,36,-0.000702,4.425
,5,99,15:17,917,24.86,71,38.77,38.71,229.1,0.208,2.799,4.600,0.392,0.193,0.255,0.0692,3.843,0.654,1680,0.001,1.060,,44.38,2.851,4.441,0.0276,0.0229,0.0358,1.205,,12,0.0715,2.851,36,-0.001210,4.484
,6,134,16:20,980,25.46,72,50.81,50.04,312.6,0.273,2.859,4.605,0.379,0.219,0.216,0.0697,3.874,0.648,1552,0.000,1.059,,49.21,2.927,4.463,0.0185,0.0251,0.0312,0.737,,12,0.0687,2.927,36,-0.000198,4.471
,7,176,17:23,1043,25.88,71,61.67,62.27,417.1,0.331,2.971,4.574,0.350,0.276,0.230,0.0708,3.935,0.658,1437,0.007,1.066,,37.73,3.027,4.462,0.0246,0.0291,0.0380,0.845,,13,0.0645,3.027,36,0.000169,4.456
,8,224,18:27,1107,26.40,72,75.30,74.61,508.6,0.404,3.027,4.560,0.336,0.304,0.169,0.0679,3.771,0.674,1488,0.010,1.069,,39.86,3.071,4.450,0.0244,0.0245,0.0346,0.993,,12,0.0617,3.071,36,0.000268,4.440
,9,280,19:30,1170,27.45,71,91.49,87.07,672.2,0.491,3.036,4.510,0.327,0.320,0.158,0.0718,3.987,0.656,1360,0.021,1.081,,48.27,3.102,4.384,0.0172,0.0202,0.0266,0.852,,12,0.0608,3.102,36,-0.000495,4.402
,10,344,20:33,1233,28.29,70,102.0,99.14,790.4,0.548,3.116,4.430,0.297,0.377,0.050,0.0687,3.815,0.718,1283,0.039,1.101,,26.91,3.193,4.326,0.0314,0.0280,0.0421,1.124,,12,0.0524,3.193,36,0.000221,4.318
,11,420,21:36,1296,27.66,69,107.7,109.6,959.0,0.578,3.143,4.227,0.256,0.448,0.216,0.0683,3.792,0.694,1309,0.089,1.154,,28.80,3.153,4.136,0.0216,0.0264,0.0341,0.817,,12,0.0468,3.153,36,-0.000312,4.147
,12,507,22:39,1359,26.90,66,117.8,118.6,1128,0.632,3.070,4.000,0.232,0.484,0.195,0.0665,3.694,0.680,1360,0.151,1.219,,24.46,3.072,3.937,0.0218,0.0278,0.0354,0.782,,12,0.0393,3.072,36,0.000498,3.919
