File path:,
File note:,
File date:,20/06/17
File time:,07:49:47
FRRf3 Ka:,11800
[Chl] multiplier:,6.0
QR threshold:,6.0
C derivation:,qP
TauPQ:,250
TauSQ:,500
Act2 SN:,15-0003-002
Act2 LED:,White
FRRf3 SN:,14-9727-007
450 nm:,1.00
530 nm:,0.50
624 nm:,0.80
,A,B,C,D
Alpha:,0.404,0.423,0.419,0.425
Ek:,461.1,392.6,426.0,433.8
Pm:,117.7,121.3,136.0,130.3
Em:,498.2,863.8,1258,881.7
AlphaW:,2.000,2.000,2.000,2.000
SErP:,0.200,0.136,0.134,0.158
,LED combination A (450 nm alone),,,,,,Measured,Fit,,,Fo,Fm,Fv/Fm
,Saq,E,Start,s,[Chl],ADC,rP,rP,JPII,JVPII,F',Fm',Fq'/Fm',C,p,RSigma,Sigma,CSQ,TauES,NPQ,NSV,,QR,Qo,Qm,QoSE,QmSE,QSE,QSE ratio,,Qo points,Qo slope,Qo intercept,Qm points,Qm slope,Qm intercept
,1,0,00:48,48,8.750,50,0.000000,0.000000,0.000000,0.000000,1.458,2.543,0.427,,0.292,0.0604,6.042,0.802,1552,0.092,1.264,,128.9,1.489,2.464,0.004378,0.006167,0.007563,0.710,,12,0.0369,1.489,36,-0.000120,2.468
,2,22,12:06,726,9.763,62,8.699,8.672,76.98,0.0303,1.627,2.691,0.395,0.132,0.284,0.0581,5.810,0.690,1680,0.032,1.195,,33.98,1.640,2.619,0.0150,0.0246,0.0288,0.611,,12,0.0383,1.640,36,-0.000583,2.640
,3,49,13:09,789,9.992,66,19.26,18.77,175.1,0.0671,1.665,2.744,0.393,0.146,0.281,0.0594,5.935,0.709,1731,0.013,1.172,,25.01,1.685,2.672,0.0284,0.0274,0.0395,1.039,,12,0.0372,1.685,36,-0.000282,2.682
,4,81,14:12,852,10.57,65,28.73,29.99,262.2,0.100,1.761,2.729,0.355,0.227,0.325,0.0538,5.376,0.676,1808,0.018,1.178,,30.51,1.755,2.673,0.0201,0.0224,0.0301,0.901,,12,0.0325,1.755,36,0.000121,2.669
,5,118,15:15,915,10.75,68,41.89,42.03,411.8,0.146,1.792,2.778,0.355,0.234,0.252,0.0579,5.794,0.718,1552,0.000,1.158,,28.77,1.811,2.712,0.0197,0.0243,0.0313,0.812,,13,0.0345,1.811,36,-0.000167,2.718
,6,163,16:18,978,11.16,68,52.60,55.43,550.2,0.183,1.859,2.745,0.323,0.299,0.275,0.0561,5.605,0.638,1603,0.012,1.172,,22.53,1.843,2.697,0.0290,0.0245,0.0380,1.183,,16,0.0323,1.843,36,-0.000114,2.702
,7,216,17:21,1041,10.60,69,75.44,69.62,744.6,0.263,1.767,2.715,0.349,0.237,0.098,0.0572,5.725,0.685,1309,0.023,1.185,,20.94,1.816,2.649,0.0311,0.0248,0.0398,1.251,,12,0.0330,1.816,36,-0.000096,2.652
,8,279,18:24,1104,11.23,69,81.89,84.50,897.2,0.285,1.871,2.649,0.294,0.350,0.306,0.0534,5.340,0.790,1603,0.049,1.214,,19.81,1.858,2.585,0.0251,0.0268,0.0367,0.938,,12,0.0277,1.858,36,-0.001036,2.623
,9,353,19:27,1167,11.38,70,98.69,99.57,1261,0.344,1.897,2.633,0.280,0.379,0.275,0.0593,5.932,0.896,1040,0.055,1.222,,17.58,1.890,2.582,0.0206,0.0335,0.0394,0.615,,13,0.0274,1.890,36,-0.000544,2.601
,10,442,20:30,1230,11.26,70,111.4,114.8,1590,0.388,1.876,2.508,0.252,0.425,0.227,0.0597,5.973,0.760,1168,0.108,1.282,,13.72,1.863,2.479,0.0296,0.0337,0.0449,0.877,,12,0.0270,1.863,36,-0.000099,2.482
