File path:,
File note:,
File date:,30/06/17
File time:,00:23:47
FRRf3 Ka:,11800
[Chl] multiplier:,6.0
QR threshold:,6.0
C derivation:,qP
TauPQ:,250
TauSQ:,500
Act2 SN:,15-0003-002
Act2 LED:,White
FRRf3 SN:,14-9727-007
450 nm:,1.00
530 nm:,0.50
624 nm:,0.80
,A,B,C,D
Alpha:,0.351,0.354,0.354,0.360
Ek:,255.1,246.9,243.0,229.8
Pm:,76.06,76.33,68.79,75.22
Em:,791.3,832.3,654.1,981.5
AlphaW:,2.000,2.000,2.000,2.000
SErP:,0.087,0.082,0.189,0.132
,LED combination A (450 nm alone),,,,,,Measured,Fit,,,Fo,Fm,Fv/Fm
,Saq,E,Start,s,[Chl],ADC,rP,rP,JPII,JVPII,F',Fm',Fq'/Fm',C,p,RSigma,Sigma,CSQ,TauES,NPQ,NSV,,QR,Qo,Qm,QoSE,QmSE,QSE,QSE ratio,,Qo points,Qo slope,Qo intercept,Qm points,Qm slope,Qm intercept
,1,0,00:50,50,41.34,36,0.000000,0.000000,0.000000,0.000000,6.890,10.42,0.339,,0.369,0.0441,4.413,0.580,2320,0.171,1.981,,202.6,6.856,10.34,0.007468,0.0155,0.0172,0.483,,14,0.0979,6.856,36,0.005136,10.15
,2,22,12:08,728,45.73,43,7.399,7.398,56.41,0.153,7.621,11.48,0.336,0.059,0.287,0.0426,4.258,0.566,2563,0.063,1.798,,58.95,7.626,11.36,0.0416,0.0477,0.0633,0.872,,12,0.107,7.626,36,0.004743,11.19
,3,49,13:10,790,48.72,45,15.66,15.65,123.0,0.325,8.120,11.94,0.320,0.127,0.301,0.0417,4.169,0.502,2781,0.023,1.729,,38.44,8.092,11.83,0.0587,0.0776,0.0973,0.756,,12,0.107,8.092,36,0.005877,11.62
,4,81,14:14,854,50.58,45,24.53,24.36,209.1,0.508,8.430,12.09,0.303,0.180,0.326,0.0429,4.286,0.454,2883,0.009,1.707,,50.66,8.410,12.00,0.0390,0.0591,0.0708,0.660,,13,0.101,8.410,36,0.005482,11.80
,5,118,15:16,916,52.80,47,32.94,33.16,303.9,0.683,8.799,12.21,0.279,0.249,0.284,0.0428,4.277,0.476,2717,0.000,1.691,,40.16,8.736,12.12,0.0631,0.0559,0.0843,1.129,,14,0.103,8.736,36,0.006201,11.90
,6,163,16:19,979,54.45,46,41.79,42.28,440.2,0.866,9.074,12.20,0.256,0.310,0.300,0.0448,4.485,0.446,2397,0.000,1.692,,43.73,9.026,12.12,0.0347,0.0615,0.0706,0.564,,12,0.0980,9.026,36,0.003797,11.98
,7,216,17:23,1043,55.75,46,50.31,51.14,572.6,1.043,9.291,12.11,0.233,0.370,0.303,0.0440,4.402,0.462,2461,0.008,1.704,,37.86,9.257,12.01,0.0428,0.0587,0.0727,0.728,,12,0.0848,9.257,36,0.002474,11.92
,8,279,18:26,1106,55.86,46,60.59,59.08,726.9,1.256,9.311,11.89,0.217,0.406,0.165,0.0433,4.327,0.518,2269,0.026,1.736,,35.08,9.305,11.87,0.0510,0.0525,0.0732,0.971,,15,0.0800,9.305,36,0.006255,11.65
,9,353,19:29,1169,55.62,45,67.49,65.21,929.4,1.399,9.271,11.46,0.191,0.464,0.130,0.0437,4.372,0.503,2077,0.065,1.801,,27.07,9.295,11.42,0.0544,0.0568,0.0786,0.958,,15,0.0665,9.295,36,0.004741,11.25
,10,442,20:32,1232,54.45,44,76.20,70.17,1179,1.580,9.075,10.97,0.172,0.503,0.221,0.0443,4.431,0.578,2192,0.113,1.882,,20.55,9.091,10.92,0.0491,0.0742,0.0889,0.662,,13,0.0566,9.091,36,0.003810,10.78
,11,547,21:35,1295,53.62,43,81.22,73.65,1479,1.683,8.937,10.50,0.148,0.559,0.192,0.0449,4.490,0.541,1949,0.163,1.967,,16.49,8.934,10.40,0.0702,0.0550,0.0892,1.275,,12,0.0516,8.934,36,0.000730,10.38
,12,671,22:38,1358,52.21,41,78.39,75.58,1894,1.625,8.702,9.853,0.117,0.638,0.164,0.0469,4.687,0.464,1680,0.239,2.095,,11.65,8.691,9.824,0.0767,0.0597,0.0972,1.284,,13,0.0408,8.691,36,0.001564,9.768
,13,819,23:41,1421,49.93,41,89.25,76.04,1722,1.850,8.321,9.339,0.109,0.650,0.017,0.0349,3.491,0.566,2371,0.307,2.210,,12.08,8.317,9.324,0.0634,0.0543,0.0834,1.167,,12,0.0311,8.317,36,0.004467,9.164
,14,995,24:44,1484,49.00,39,63.54,75.19,2029,1.317,8.166,8.723,0.064,0.785,0.081,0.0339,3.386,0.508,912.0,0.399,2.366,,7.041,8.088,8.650,0.0549,0.0579,0.0797,0.949,,17,0.0181,8.088,36,0.000357,8.637
,15,1204,25:47,1547,45.76,39,87.09,73.29,3182,1.805,7.627,8.221,0.072,0.746,0.055,0.0439,4.389,0.659,2077,0.485,2.511,,6.160,7.653,8.243,0.0710,0.0642,0.0957,1.105,,14,0.0192,7.653,36,0.002347,8.158
